technique_id,technique_name,tactic,platforms,subtechniques,parent_technique,groups,software,campaigns,data_sources,data_components,mitigations,detection_text,system_requirements,permissions_required,effective_permissions,stealth_score,noise_score,log_surface_area,privilege_stealth_factor,detection_difficulty,lolbin_usage,edr_visibility,cloud_visibility
T1036.002,Right-to-Left Override,stealth,Linux|Windows|macOS,,,G0004|G0029|G0060|G0098|G0137,,,,,,,,,,10,0,0,1,unknown,,,
T1588.001,Malware,resource-development,PRE,,,G0006|G0010|G0069|G0092|G0099|G0135|G0138|G0140|G0143|G1003|G1004|G1006|G1013|G1014|G1015|G1018|G1048|G1055,,C0002|C0005|C0007|C0015|C0050,,,M1056,,,,,10,0,0,1,unknown,,,
T1027.017,SVG Smuggling,stealth,Linux|Windows|macOS,,,,,,,,M1048,,,,,10,0,0,1,unknown,,,
T1542.002,Component Firmware,persistence|stealth,Linux|Windows|macOS,,,G0020,S0687,,,,M1051,,,,,10,0,0,1,unknown,,,
T1070,Indicator Removal,stealth,Containers|ESXi|Linux|Network Devices|Office Suite|Windows|macOS,,,G0032|G0129|G1023|G1044,S0089|S0229|S0239|S0332|S0448|S0449|S0455|S0461|S0527|S0559|S0568|S0589|S0596|S0603|S0673|S0691|S0692|S0695|S0696|S0697|S1044|S1085|S1132|S1135|S1159|S1161|S9029,C0024|C0029,,,M1022|M1029|M1041,,,,,10,0,0,1,unknown,,,
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,ESXi|Linux|Windows|macOS,,,,,,,,M1030|M1031|M1037,,,,,10,0,0,1,unknown,,,
T1137.001,Office Template Macros,persistence,Office Suite|Windows,,,G0069,S0154|S0475|S9026,C0060,,,M1040|M1042,,,,,10,0,0,1,unknown,,,
T1583.003,Virtual Private Server,resource-development,PRE,,,G0001|G0007|G0035|G0047|G0099|G0125|G1003|G1004|G1012|G1035|G1036|G1041|G1043|G1044|G1052|G1055,,C0032|C0035|C0046|C0050|C0052|C0053,,,M1056,,,,,10,0,0,1,unknown,,,
T1213.001,Confluence,collection,SaaS,,,G1004,S9009,,,,M1017|M1018|M1047,,,,,10,0,0,1,unknown,,,
T1550.003,Pass the Ticket,lateral-movement,Windows,,,G0016|G0050|G0060,S0002|S0053|S0192,,,,M1015|M1018|M1026|M1027,,,,,10,0,0,1,unknown,,,
T1609,Container Administration Command,execution,Containers,,,G0139,S0599|S0601|S0623|S0683,,,,M1018|M1026|M1035|M1038|M1042,,,,,10,0,0,1,unknown,,,
T1083,File and Directory Discovery,discovery,ESXi|Linux|Network Devices|Windows|macOS,,,G0004|G0007|G0010|G0012|G0018|G0022|G0026|G0030|G0032|G0034|G0035|G0040|G0044|G0045|G0047|G0050|G0054|G0059|G0060|G0069|G0070|G0077|G0081|G0082|G0087|G0094|G0096|G0100|G0114|G0117|G0121|G0124|G0125|G0129|G0139|G0142|G1007|G1014|G1015|G1016|G1017|G1022|G1023|G1035|G1039|G1040|G1047|G1048|G1051|G1052|G1054,S0011|S0013|S0015|S0020|S0021|S0022|S0023|S0031|S0034|S0035|S0036|S0045|S0048|S0049|S0050|S0051|S0055|S0059|S0062|S0063|S0064|S0065|S0066|S0069|S0070|S0072|S0078|S0079|S0081|S0083|S0086|S0088|S0089|S0090|S0091|S0093|S0094|S0106|S0113|S0115|S0124|S0125|S0127|S0128|S0129|S0131|S0136|S0139|S0141|S0142|S0144|S0147|S0148|S0149|S0153|S0154|S0157|S0161|S0180|S0181|S0182|S0184|S0192|S0193|S0198|S0201|S0203|S0208|S0211|S0212|S0216|S0219|S0226|S0229|S0234|S0235|S0236|S0237|S0238|S0239|S0240|S0242|S0248|S0249|S0250|S0251|S0252|S0255|S0259|S0260|S0263|S0265|S0266|S0268|S0271|S0272|S0275|S0277|S0283|S0330|S0332|S0337|S0339|S0340|S0344|S0345|S0346|S0347|S0348|S0350|S0351|S0354|S0356|S0363|S0366|S0368|S0375|S0376|S0378|S0385|S0387|S0402|S0409|S0410|S0412|S0414|S0428|S0431|S0434|S0435|S0436|S0437|S0438|S0439|S0443|S0444|S0446|S0447|S0448|S0452|S0455|S0456|S0458|S0461|S0466|S0467|S0468|S0472|S0473|S0475|S0488|S0491|S0492|S0493|S0496|S0497|S0498|S0512|S0516|S0520|S0526|S0533|S0534|S0547|S0559|S0562|S0564|S0567|S0572|S0575|S0576|S0582|S0586|S0587|S0592|S0598|S0599|S0600|S0603|S0604|S0607|S0610|S0611|S0612|S0615|S0616|S0618|S0622|S0623|S0625|S0628|S0629|S0630|S0632|S0633|S0635|S0638|S0640|S0642|S0643|S0644|S0647|S0650|S0651|S0652|S0657|S0658|S0659|S0660|S0661|S0663|S0665|S0666|S0670|S0672|S0673|S0674|S0686|S0687|S0689|S0692|S0693|S0697|S1016|S1017|S1018|S1022|S1023|S1025|S1027|S1028|S1031|S1034|S1040|S1042|S1043|S1044|S1053|S1058|S1059|S1060|S1065|S1068|S1070|S1073|S1089|S1090|S1096|S1099|S1100|S1101|S1102|S1105|S1109|S1111|S1114|S1121|S1122|S1125|S1129|S1130|S1135|S1139|S1140|S1141|S1142|S1148|S1149|S1150|S1153|S1156|S1159|S1160|S1162|S1167|S1169|S1170|S1179|S1184|S1185|S1191|S1194|S1196|S1198|S1199|S1200|S1202|S1212|S1229|S1234|S1242|S1244|S1245|S1246|S1247|S9002|S9009|S9015|S9020|S9027|S9030|S9031|S9035|S9038|S9039,C0002|C0006|C0012|C0014|C0015|C0022|C0024|C0035|C0058|C0059|C0060|C0062|C0063,,,,,,,,10,0,0,1,unknown,,,
T1568,Dynamic Resolution,command-and-control,ESXi|Linux|Windows|macOS,,,G0016|G0047|G0094|G0099|G0134|G1002|G1018|G1042,S0034|S0148|S0268|S0332|S0449|S0559|S0666|S0671|S1087|S9015,C0002|C0005|C0016|C0024|C0026|C0043,,,M1021|M1031,,,,,10,0,0,1,unknown,,,
T1036.004,Masquerade Task or Service,stealth,Linux|Windows|macOS,,,G0008|G0019|G0032|G0037|G0046|G0050|G0056|G0059|G0094|G0096|G0099|G0102|G0117|G0126|G0128|G0135|G0143|G1002|G1016|G1035|G1048|G1053|G1055,S0013|S0022|S0118|S0126|S0140|S0148|S0169|S0178|S0180|S0223|S0236|S0259|S0260|S0261|S0343|S0345|S0352|S0356|S0367|S0409|S0410|S0438|S0439|S0444|S0449|S0471|S0491|S0495|S0527|S0533|S0534|S0538|S0554|S0581|S0588|S0601|S0607|S0629|S0630|S0647|S0663|S0668|S0688|S0690|S1011|S1013|S1027|S1031|S1033|S1042|S1044|S1052|S1064|S1070|S1090|S1130|S1134|S1140|S1217|S1226|S1239|S1242,C0001|C0017|C0024|C0034|C0035|C0040|C0047,,,,,,,,10,0,0,1,unknown,,,
T1055.004,Asynchronous Procedure Call,privilege-escalation|stealth,Windows,,,G0061,S0199|S0260|S0438|S0483|S0484|S0517|S1018|S1039|S1081|S1085|S1207|S9018,,,,M1040,,,,,10,0,0,1,unknown,,,
T1020.001,Traffic Duplication,exfiltration,IaaS|Network Devices,,,,,,,,M1018|M1041|M1057,,,,,10,0,0,1,unknown,,,
T1138,Application Shimming,persistence|privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1647,Plist File Modification,defense-impairment,macOS,,,,S0658|S1153,,,,M1013,,,,,10,0,0,1,unknown,,,
T1127.003,JamPlus,execution|stealth,Windows,,,,,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1546.009,AppCert DLLs,persistence|privilege-escalation,Windows,,,,S0196,,,,M1038,,,,,10,0,0,1,unknown,,,
T1191,CMSTP,execution|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1188,Multi-hop Proxy,command-and-control,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1114.003,Email Forwarding Rule,collection,Linux|Office Suite|Windows|macOS,,,G0094|G0122|G1004|G1015|G1033,,,,,M1041|M1042|M1047|M1060,,,,,10,0,0,1,unknown,,,
T1074,Data Staged,collection,ESXi|IaaS|Linux|Windows|macOS,,,G0102|G1015|G1017|G1032|G1055,S0641|S1019|S1020|S1076,,,,,,,,,10,0,0,1,unknown,,,
T1649,Steal or Forge Authentication Certificates,credential-access,Identity Provider|Linux|Windows|macOS,,,G0016,S0002|S0677,,,,M1015|M1041|M1042|M1047,,,,,10,0,0,1,unknown,,,
T1098.005,Device Registration,persistence|privilege-escalation,Identity Provider|Windows,,,G0016,S0677,C0024|C0027,,,M1032,,,,,10,0,0,1,unknown,,,
T1049,System Network Connections Discovery,discovery,ESXi|IaaS|Linux|Network Devices|Windows|macOS,,,G0004|G0006|G0010|G0018|G0022|G0027|G0030|G0032|G0033|G0034|G0045|G0049|G0050|G0059|G0069|G0081|G0082|G0093|G0096|G0114|G0129|G0135|G0138|G0139|G1001|G1006|G1016|G1017|G1022|G1023|G1032|G1047,S0013|S0018|S0038|S0039|S0063|S0089|S0091|S0094|S0102|S0104|S0125|S0153|S0154|S0165|S0180|S0184|S0192|S0198|S0236|S0237|S0241|S0244|S0251|S0283|S0335|S0356|S0363|S0374|S0378|S0439|S0443|S0445|S0449|S0452|S0456|S0458|S0488|S0532|S0533|S0554|S0567|S0575|S0579|S0589|S0625|S0633|S0638|S0650|S0678|S0681|S0696|S1032|S1060|S1075|S1081|S1085|S1091|S1141|S1144|S1228,C0007|C0012|C0014|C0062|C0063,,,,,,,,10,0,0,1,unknown,,,
T1584,Compromise Infrastructure,resource-development,PRE,,,,,C0043|C0051,,,M1056,,,,,10,0,0,1,unknown,,,
T1553.005,Mark-of-the-Web Bypass,defense-impairment,Windows,,,G0016|G0082|G0092,S0650|S1025,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1600.002,Disable Crypto Hardware,defense-impairment,Network Devices,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1542,Pre-OS Boot,persistence|stealth,Linux|Network Devices|Windows|macOS,,,,,,,,M1026|M1035|M1046|M1047|M1051,,,,,10,0,0,1,unknown,,,
T1064,Scripting,execution|stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1612,Build Image on Host,stealth,Containers,,,,,,,,M1026|M1030|M1035|M1047,,,,,10,0,0,1,unknown,,,
T1051,Shared Webroot,lateral-movement,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1055.002,Portable Executable Injection,privilege-escalation|stealth,Windows,,,G0078|G0106,S0030|S0260|S0330|S0342|S0681|S1063|S1138|S1145|S1158|S1229|S9024|S9037,C0057,,,M1040,,,,,10,0,0,1,unknown,,,
T1218.012,Verclsid,stealth,Windows,,,,S0499,,,,M1037|M1038|M1042,,,,,10,0,0,1,unknown,,,
T1586,Compromise Accounts,resource-development,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1569.001,Launchctl,execution,macOS,,,,S0274|S0451|S0584|S0658|S1048|S1153,,,,M1018,,,,,10,0,0,1,unknown,,,
T1584.005,Botnet,resource-development,PRE,,,G0001|G0034|G0099|G0125|G1017,,C0055,,,M1056,,,,,10,0,0,1,unknown,,,
T1059.008,Network Device CLI,execution,Network Devices,,,,S1186|S9013|S9014,C0056|C0063,,,M1018|M1026|M1038,,,,,10,0,0,1,unknown,,,
T1552.003,Shell History,credential-access,Linux|Windows|macOS,,,,S0599,,,,M1028,,,,,10,0,0,1,unknown,,,
T1562.010,Downgrade Attack,stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1559.003,XPC Services,execution,macOS,,,,,,,,M1013,,,,,10,0,0,1,unknown,,,
T1497,Virtualization/Sandbox Evasion,discovery|stealth,Linux|Windows|macOS,,,G0012|G1031|G1052,S0023|S0046|S0147|S0148|S0268|S0331|S0380|S0455|S0483|S0484|S0499|S0534|S0554|S0666|S1020|S1030|S1039|S1070|S1130|S1183|S1207|S1240,C0005,,,,,,,,10,0,0,1,unknown,,,
T1102,Web Service,command-and-control,ESXi|Linux|Windows|macOS,,,G0010|G0037|G0047|G0050|G0061|G0100|G0106|G0117|G0129|G0139|G0140|G1011|G1039|G1044|G1055,S0198|S0335|S0508|S0534|S0546|S0547|S0561|S0589|S0600|S0601|S0635|S0649|S0674|S0689|S1039|S1063|S1066|S1081|S1086|S1124|S1130|S1147|S1149|S1160|S1178|S1221|S1240|S9015|S9019|S9031,C0005|C0017|C0027|C0040,,,M1021|M1031,,,,,10,0,0,1,unknown,,,
T1552.001,Credentials In Files,credential-access,Containers|IaaS|Linux|Windows|macOS,,,G0022|G0049|G0064|G0069|G0077|G0092|G0094|G0117|G0119|G0139|G1003|G1015|G1016|G1039,S0067|S0089|S0117|S0192|S0226|S0262|S0266|S0283|S0331|S0344|S0349|S0363|S0367|S0378|S0583|S0601|S0677|S1183|S9008|S9009,C0049|C0058|C0062,,,M1017|M1022|M1027|M1047,,,,,10,0,0,1,unknown,,,
T1568.003,DNS Calculation,command-and-control,ESXi|Linux|Windows|macOS,,,G0005,,,,,,,,,,10,0,0,1,unknown,,,
T1218.005,Mshta,stealth,Windows,,,G0016|G0032|G0046|G0047|G0050|G0069|G0082|G0094|G0100|G0121|G0127|G0129|G0140|G0142|G1006|G1008|G1018,S0147|S0223|S0228|S0250|S0341|S0379|S0414|S0455|S0589|S1155|S1213,C0015|C0016,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1547.015,Login Items,persistence|privilege-escalation,macOS,,,,S0198|S0281|S0690,,,,,,,,,10,0,0,1,unknown,,,
T1608,Stage Capabilities,resource-development,PRE,,,G0129,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1608.005,Link Target,resource-development,PRE,,,G0046|G0122|G1014,,C0059|C0060,,,M1056,,,,,10,0,0,1,unknown,,,
T1104,Multi-Stage Channels,command-and-control,ESXi|Linux|Windows|macOS,,,G0022|G0032|G0069|G0096,S0022|S0031|S0069|S0220|S0476|S0534|S1086|S1141|S1160|S1206,C0056,,,M1031,,,,,10,0,0,1,unknown,,,
T1657,Financial Theft,impact,Linux|Office Suite|SaaS|Windows|macOS,,,G0083|G0094|G1015|G1016|G1021|G1024|G1026|G1032|G1040|G1049|G1050|G1051|G1052|G1053|G1055,S1111|S1240|S1245|S1246|S1247|S9004|S9010,C0058,,,M1017|M1018,,,,,10,0,0,1,unknown,,,
T1480,Execution Guardrails,stealth,ESXi|Linux|Windows|macOS,,,G0047|G0099|G1043|G1052,S0504|S0562|S0570|S0603|S0634|S0635|S0636|S0637|S0678|S1035|S1052|S1111|S1130|S1133|S1143|S1149|S1150|S1161|S1178|S1179|S1180|S1183|S1184|S1185|S1194|S1199|S1200|S1202|S1210|S1212|S1239|S1240|S1242|S9001|S9003|S9010|S9019|S9020|S9023|S9026|S9034|S9039,C0047,,,M1055,,,,,10,0,0,1,unknown,,,
T1619,Cloud Storage Object Discovery,discovery,IaaS,,,,S0683|S1091|S9009,,,,M1018,,,,,10,0,0,1,unknown,,,
T1606.001,Web Cookies,credential-access,IaaS|Linux|SaaS|Windows|macOS,,,,,C0024,,,M1047|M1054,,,,,10,0,0,1,unknown,,,
T1654,Log Enumeration,discovery,ESXi|IaaS|Linux|Windows|macOS,,,G0129|G0143|G1003|G1017|G1023,S1091|S1159|S1191|S1194|S1246,,,,M1018,,,,,10,0,0,1,unknown,,,
T1134.001,Token Impersonation/Theft,privilege-escalation|stealth,Windows,,,G0007|G0061,S0140|S0154|S0182|S0192|S0367|S0439|S0456|S0496|S0570|S0603|S0623|S0692|S1011|S1081|S1229|S9033|S9036,C0038,,,M1018|M1026,,,,,10,0,0,1,unknown,,,
T1567.001,Exfiltration to Code Repository,exfiltration,ESXi|Linux|Windows|macOS,,,,S0363|S9008,,,,M1021,,,,,10,0,0,1,unknown,,,
T1021.007,Cloud Services,lateral-movement,IaaS|Identity Provider|Office Suite|SaaS,,,G0016|G1015|G1053,,C0027,,,M1026|M1032,,,,,10,0,0,1,unknown,,,
T1205.001,Port Knocking,command-and-control|persistence|stealth,Linux|Network Devices|Windows|macOS,,,G0056|G1048,S1059|S1060|S1204|S1219,,,,M1037,,,,,10,0,0,1,unknown,,,
T1027.012,LNK Icon Smuggling,stealth,Windows,,,G0047|G0094|G0129,S1239,,,,M1040|M1049,,,,,10,0,0,1,unknown,,,
T1583.006,Web Services,resource-development,PRE,,,G0007|G0010|G0016|G0025|G0032|G0046|G0047|G0050|G0059|G0069|G0094|G0099|G0125|G0128|G0129|G0136|G0140|G0142|G1005|G1006|G1018|G1031|G1038|G1051|G1052|G1055,,C0013|C0022|C0046|C0063,,,M1056,,,,,10,0,0,1,unknown,,,
T1528,Steal Application Access Token,credential-access,Containers|IaaS|Identity Provider|Office Suite|SaaS,,,G0007|G0016,S0677|S0683|S9008|S9009,C0049,,,M1017|M1018|M1021|M1047,,,,,10,0,0,1,unknown,,,
T1598.002,Spearphishing Attachment,reconnaissance,PRE,,,G0035|G0121|G1008|G1033,,,,,M1017|M1054,,,,,10,0,0,1,unknown,,,
T1098.001,Additional Cloud Credentials,persistence|privilege-escalation,IaaS|Identity Provider|SaaS,,,G1053,S1091,C0024|C0027,,,M1018|M1026|M1030|M1032|M1042,,,,,10,0,0,1,unknown,,,
T1204,User Execution,execution,Containers|IaaS|Linux|Windows|macOS,,,G1004|G1015,S1130|S1213,C0037,,,M1017|M1021|M1031|M1033|M1038|M1040,,,,,10,0,0,1,unknown,,,
T1491.001,Internal Defacement,impact,ESXi|Linux|Windows|macOS,,,G0032|G0047|G1043,S0332|S0659|S0688|S1068|S1070|S1139|S1150|S1178|S1212|S1242|S9030,,,,M1053,,,,,10,0,0,1,unknown,,,
T1564.002,Hidden Users,stealth,Linux|Windows|macOS,,,G0035|G0094,S0649,,,,M1028,,,,,10,0,0,1,unknown,,,
T1134.003,Make and Impersonate Token,privilege-escalation|stealth,Windows,,,G1016|G1043,S0154|S0692|S1060,,,,M1018|M1026,,,,,10,0,0,1,unknown,,,
T1552.006,Group Policy Preferences,credential-access,Windows,,,G0064|G0102,S0194|S0692|S9022,,,,M1015|M1047|M1051,,,,,10,0,0,1,unknown,,,
T1196,Control Panel Items,execution|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,ESXi|Linux|Windows|macOS,,,G0007|G1012|G1046|G1054,S0483|S1040|S9011,C0024,,,M1030|M1031|M1037|M1057,,,,,10,0,0,1,unknown,,,
T1087.004,Cloud Account,discovery,IaaS|Identity Provider|Office Suite|SaaS,,,G0016|G1053,S0677|S0684|S1091,C0027,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1683.002,Audio-Visual Content,resource-development,PRE,,,G0099|G1052,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1057,Process Discovery,discovery,ESXi|Linux|Network Devices|Windows|macOS,,,G0004|G0006|G0007|G0009|G0010|G0012|G0021|G0022|G0032|G0033|G0038|G0044|G0046|G0047|G0049|G0059|G0067|G0069|G0081|G0082|G0094|G0100|G0106|G0112|G0114|G0121|G0125|G0126|G0129|G0138|G0139|G1001|G1006|G1017|G1022|G1023|G1040|G1048|G1051|G1053|G1054,S0011|S0013|S0015|S0017|S0018|S0021|S0022|S0030|S0031|S0032|S0034|S0038|S0044|S0045|S0049|S0057|S0059|S0062|S0063|S0064|S0065|S0069|S0079|S0081|S0088|S0089|S0091|S0093|S0094|S0115|S0125|S0127|S0139|S0141|S0142|S0144|S0148|S0149|S0151|S0154|S0161|S0162|S0170|S0180|S0182|S0184|S0192|S0194|S0198|S0201|S0203|S0208|S0211|S0216|S0219|S0223|S0229|S0236|S0237|S0238|S0239|S0240|S0241|S0242|S0244|S0247|S0248|S0249|S0251|S0252|S0254|S0256|S0257|S0260|S0265|S0266|S0267|S0268|S0270|S0271|S0273|S0277|S0278|S0283|S0330|S0331|S0332|S0333|S0334|S0335|S0344|S0345|S0346|S0348|S0351|S0355|S0356|S0363|S0367|S0373|S0385|S0386|S0393|S0396|S0409|S0410|S0412|S0414|S0428|S0431|S0434|S0435|S0436|S0441|S0445|S0446|S0448|S0449|S0451|S0452|S0455|S0456|S0458|S0460|S0461|S0464|S0467|S0468|S0472|S0473|S0476|S0477|S0482|S0484|S0486|S0491|S0497|S0501|S0503|S0512|S0516|S0517|S0528|S0531|S0532|S0533|S0534|S0559|S0562|S0567|S0572|S0575|S0579|S0581|S0582|S0586|S0595|S0596|S0599|S0600|S0605|S0606|S0607|S0611|S0615|S0617|S0622|S0625|S0626|S0627|S0629|S0630|S0638|S0640|S0644|S0650|S0652|S0657|S0659|S0660|S0661|S0662|S0663|S0664|S0666|S0670|S0672|S0674|S0681|S0687|S0688|S0692|S0693|S0694|S0695|S0696|S1013|S1016|S1017|S1018|S1027|S1039|S1044|S1048|S1050|S1053|S1059|S1060|S1063|S1064|S1065|S1066|S1072|S1073|S1075|S1078|S1081|S1085|S1087|S1090|S1100|S1105|S1107|S1111|S1114|S1122|S1124|S1129|S1130|S1132|S1133|S1139|S1141|S1146|S1147|S1149|S1153|S1159|S1160|S1164|S1178|S1185|S1191|S1199|S1202|S1210|S1212|S1228|S1229|S1230|S1233|S1239|S1242|S1244|S1245|S1247|S9001|S9012|S9015|S9019|S9020|S9023|S9024|S9031|S9032|S9035|S9036,C0001|C0006|C0007|C0012|C0014|C0015|C0024|C0035|C0056|C0063,,,,,,,,10,0,0,1,unknown,,,
T1562.003,Impair Command History Logging,stealth,ESXi|Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1053.004,Launchd,execution|persistence|privilege-escalation,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1556.008,Network Provider DLL,credential-access|defense-impairment|persistence,Windows,,,,,,,,M1024|M1028|M1047,,,,,10,0,0,1,unknown,,,
T1546.003,Windows Management Instrumentation Event Subscription,persistence|privilege-escalation,Windows,,,G0010|G0016|G0061|G0064|G0065|G0075|G0108|G0129|G1001|G1013,S0053|S0150|S0202|S0371|S0376|S0378|S0511|S0682|S0692|S1020|S1059|S1081|S1085,C0023|C0024,,,M1018|M1026|M1040,,,,,10,0,0,1,unknown,,,
T1596.004,CDNs,reconnaissance,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1497.002,User Activity Based Checks,discovery|stealth,Linux|Windows|macOS,,,G0012|G0046,S0154|S0439|S0543|S1239|S9026,,,,,,,,,10,0,0,1,unknown,,,
T1141,Input Prompt,credential-access,Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1496.004,Cloud Service Hijacking,impact,SaaS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1585.003,Cloud Accounts,resource-development,PRE,,,G1046,,C0042|C0060,,,M1056,,,,,10,0,0,1,unknown,,,
T1072,Software Deployment Tools,execution|lateral-movement,Linux|Network Devices|SaaS|Windows|macOS,,,G0028|G0034|G0050|G0091|G0129|G1051|G1055,S0041,C0018,,,M1015|M1017|M1018|M1026|M1027|M1029|M1030|M1032|M1033|M1051,,,,,10,0,0,1,unknown,,,
T1041,Exfiltration Over C2 Channel,exfiltration,ESXi|Linux|Windows|macOS,,,G0004|G0022|G0032|G0034|G0038|G0047|G0050|G0065|G0069|G0087|G0090|G0093|G0094|G0102|G0114|G0126|G0128|G0129|G0142|G1012|G1014|G1015|G1030|G1035|G1043|G1052|G1055,S0013|S0024|S0031|S0034|S0045|S0062|S0077|S0078|S0079|S0083|S0084|S0085|S0086|S0115|S0147|S0192|S0234|S0238|S0239|S0240|S0251|S0264|S0266|S0268|S0340|S0351|S0356|S0363|S0367|S0373|S0375|S0376|S0377|S0381|S0385|S0386|S0391|S0395|S0409|S0428|S0431|S0434|S0438|S0439|S0441|S0445|S0447|S0448|S0455|S0459|S0461|S0467|S0476|S0477|S0484|S0487|S0491|S0493|S0495|S0496|S0502|S0520|S0526|S0531|S0533|S0538|S0543|S0568|S0572|S0584|S0587|S0588|S0595|S0600|S0603|S0604|S0610|S0615|S0622|S0632|S0633|S0649|S0650|S0651|S0652|S0657|S0658|S0661|S0663|S0667|S0670|S0671|S0674|S0678|S0680|S0687|S0692|S0696|S1016|S1017|S1019|S1020|S1021|S1022|S1024|S1025|S1026|S1029|S1030|S1031|S1034|S1037|S1039|S1042|S1044|S1050|S1059|S1060|S1064|S1065|S1075|S1078|S1081|S1089|S1090|S1111|S1122|S1132|S1142|S1145|S1148|S1149|S1153|S1156|S1159|S1160|S1166|S1169|S1170|S1172|S1173|S1178|S1182|S1183|S1185|S1186|S1188|S1196|S1201|S1210|S1213|S1240|S1245|S1246|S1248|S1249|S9007|S9008|S9014|S9015|S9020|S9031|S9032|S9035,C0001|C0006|C0014|C0017|C0022|C0038|C0046|C0049|C0056|C0058,,,M1031|M1057,,,,,10,0,0,1,unknown,,,
T1134.004,Parent PID Spoofing,privilege-escalation|stealth,Windows,,,,S0154|S0356|S0501|S1111,,,,,,,,,10,0,0,1,unknown,,,
T1591,Gather Victim Org Information,reconnaissance,PRE,,,G0007|G0032|G0046|G0094|G1017|G1036|G1054,,C0022|C0061,,,M1056,,,,,10,0,0,1,unknown,,,
T1060,Registry Run Keys / Startup Folder,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1606,Forge Web Credentials,credential-access,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,,,,,,M1018|M1026|M1047|M1054,,,,,10,0,0,1,unknown,,,
T1621,Multi-Factor Authentication Request Generation,credential-access,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G0016|G1004|G1015,,C0027,,,M1017|M1032|M1036,,,,,10,0,0,1,unknown,,,
T1554,Compromise Host Software Binary,persistence,ESXi|Linux|Windows|macOS,,,G1023|G1048,S0377|S0486|S0487|S0595|S0604|S0641|S0658|S1104|S1115|S1116|S1118|S1119|S1120|S1121|S1136|S1184|S9010|S9014,C0025|C0029|C0056,,,M1045,,,,,10,0,0,1,unknown,,,
T1552.008,Chat Messages,credential-access,Office Suite|SaaS,,,G1004,,,,,M1017|M1047,,,,,10,0,0,1,unknown,,,
