technique_id,technique_name,tactic,platforms,subtechniques,parent_technique,groups,software,campaigns,data_sources,data_components,mitigations,detection_text,system_requirements,permissions_required,effective_permissions,stealth_score,noise_score,log_surface_area,privilege_stealth_factor,detection_difficulty,lolbin_usage,edr_visibility,cloud_visibility
T1059.001,PowerShell,execution,Windows,,,G0007|G0009|G0010|G0016|G0021|G0022|G0027|G0032|G0033|G0034|G0035|G0037|G0038|G0040|G0045|G0046|G0047|G0049|G0050|G0051|G0052|G0059|G0060|G0061|G0062|G0064|G0065|G0069|G0073|G0076|G0078|G0079|G0080|G0082|G0084|G0087|G0090|G0091|G0092|G0093|G0094|G0096|G0099|G0100|G0102|G0105|G0108|G0114|G0115|G0117|G0119|G0121|G0125|G0129|G0131|G0133|G0139|G0140|G0142|G0143|G1001|G1003|G1006|G1012|G1015|G1016|G1017|G1018|G1019|G1021|G1022|G1023|G1024|G1031|G1034|G1035|G1039|G1040|G1043|G1044|G1046|G1048|G1051|G1053|G1055,S0037|S0053|S0126|S0129|S0145|S0150|S0151|S0154|S0170|S0184|S0186|S0192|S0194|S0196|S0198|S0223|S0234|S0241|S0250|S0256|S0266|S0269|S0270|S0273|S0330|S0341|S0352|S0354|S0356|S0360|S0363|S0367|S0371|S0379|S0381|S0382|S0385|S0386|S0387|S0389|S0390|S0393|S0417|S0441|S0447|S0450|S0457|S0476|S0488|S0491|S0496|S0499|S0511|S0512|S0514|S0517|S0521|S0526|S0534|S0546|S0553|S0554|S0583|S0591|S0613|S0622|S0625|S0633|S0648|S0649|S0650|S0660|S0669|S0670|S0673|S0674|S0677|S0679|S0680|S0681|S0685|S0688|S0689|S0692|S0695|S1012|S1018|S1023|S1024|S1030|S1032|S1039|S1046|S1058|S1060|S1065|S1070|S1081|S1085|S1086|S1111|S1117|S1129|S1132|S1138|S1140|S1141|S1149|S1151|S1155|S1173|S1178|S1183|S1193|S1196|S1199|S1201|S1202|S1212|S1213|S1229|S1242|S1244|S1245|S9001|S9008|S9019|S9032|S9034|S9036|S9039,C0001|C0014|C0018|C0021|C0022|C0024|C0025|C0030|C0032|C0034|C0036|C0038|C0044|C0047|C0051|C0058|C0060,,,M1026|M1038|M1042|M1045|M1049,,,,,10,0,0,1,unknown,,,
T1023,Shortcut Modification,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1546.001,Change Default File Association,persistence|privilege-escalation,Windows,,,G0094,S0692,,,,,,,,,10,0,0,1,unknown,,,
T1055.014,VDSO Hijacking,privilege-escalation|stealth,Linux,,,,,,,,M1040,,,,,10,0,0,1,unknown,,,
T1026,Multiband Communication,command-and-control,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1071.002,File Transfer Protocols,command-and-control,ESXi|Linux|Network Devices|Windows|macOS,,,G0035|G0083|G0094|G0096|G1054,S0019|S0154|S0161|S0201|S0265|S0353|S0409|S0412|S0428|S0438|S0464|S0465|S0596|S0699|S1081|S1088|S1089|S1228|S1229|S1242,C0006|C0055,,,M1031|M1037,,,,,10,0,0,1,unknown,,,
T1679,Selective Exclusion,stealth,Windows,,,G1055,S1244|S1245|S1247|S9030|S9038|S9039,,,,,,,,,10,0,0,1,unknown,,,
T1122,Component Object Model Hijacking,persistence|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1015,Accessibility Features,persistence|privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1212,Exploitation for Credential Access,credential-access,Identity Provider|Linux|Windows|macOS,,,G1048,,C0049,,,M1013|M1019|M1048|M1050|M1051,,,,,10,0,0,1,unknown,,,
T1546.014,Emond,persistence|privilege-escalation,macOS,,,,,,,,M1042,,,,,10,0,0,1,unknown,,,
T1102.003,One-Way Communication,command-and-control,ESXi|Linux|Windows|macOS,,,G0047|G0065,S0037|S0052|S0455|S0568|S1164|S1210,C0046,,,M1021|M1031,,,,,10,0,0,1,unknown,,,
T1590,Gather Victim Network Information,reconnaissance,PRE,,,G0119|G0125|G1017,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1210,Exploitation of Remote Services,lateral-movement,ESXi|Linux|Windows|macOS,,,G0007|G0027|G0035|G0045|G0046|G0069|G0102|G0117|G0131|G1003|G1006,S0143|S0260|S0266|S0363|S0366|S0367|S0368|S0378|S0532|S0603|S0606|S0608|S0650,,,,M1016|M1019|M1026|M1030|M1042|M1048|M1050|M1051,,,,,10,0,0,1,unknown,,,
T1502,Parent PID Spoofing,privilege-escalation|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1142,Keychain,credential-access,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1534,Internal Spearphishing,lateral-movement,Linux|Office Suite|SaaS|Windows|macOS,,,G0047|G0065|G0069|G0094|G0099|G1001,S9030,C0022,,,,,,,,10,0,0,1,unknown,,,
T1169,Sudo,privilege-escalation,Linux|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1574.010,Services File Permissions Weakness,execution|stealth,Windows,,,,S0089,,,,M1018|M1047|M1052,,,,,10,0,0,1,unknown,,,
T1547.001,Registry Run Keys / Startup Folder,persistence|privilege-escalation,Windows,,,G0004|G0007|G0010|G0012|G0016|G0019|G0021|G0022|G0024|G0026|G0027|G0032|G0035|G0037|G0040|G0046|G0047|G0048|G0050|G0051|G0056|G0059|G0060|G0064|G0065|G0067|G0069|G0070|G0073|G0078|G0080|G0081|G0087|G0091|G0094|G0096|G0100|G0102|G0106|G0112|G0121|G0126|G0128|G0129|G0139|G0140|G0142|G1014|G1016|G1018|G1036|G1039|G1043|G1046|G1052|G1055,S0004|S0011|S0012|S0013|S0015|S0018|S0028|S0030|S0031|S0032|S0034|S0035|S0036|S0044|S0045|S0046|S0053|S0058|S0062|S0070|S0074|S0080|S0081|S0082|S0085|S0087|S0088|S0089|S0090|S0093|S0094|S0113|S0115|S0124|S0127|S0128|S0131|S0136|S0137|S0139|S0141|S0144|S0145|S0147|S0148|S0152|S0153|S0159|S0167|S0168|S0170|S0172|S0178|S0182|S0186|S0192|S0194|S0196|S0198|S0199|S0204|S0207|S0226|S0228|S0235|S0244|S0247|S0249|S0250|S0251|S0253|S0254|S0256|S0259|S0260|S0262|S0265|S0266|S0267|S0268|S0270|S0330|S0331|S0332|S0334|S0336|S0337|S0338|S0340|S0341|S0345|S0348|S0353|S0355|S0356|S0363|S0367|S0371|S0373|S0375|S0381|S0382|S0385|S0386|S0389|S0396|S0397|S0409|S0414|S0417|S0428|S0433|S0439|S0441|S0442|S0444|S0446|S0449|S0455|S0456|S0458|S0461|S0471|S0483|S0484|S0491|S0499|S0500|S0512|S0513|S0531|S0532|S0534|S0546|S0553|S0561|S0568|S0570|S0582|S0586|S0608|S0622|S0630|S0631|S0632|S0635|S0640|S0644|S0647|S0649|S0650|S0652|S0660|S0662|S0663|S0665|S0666|S0669|S0670|S0692|S0696|S1018|S1021|S1025|S1026|S1027|S1029|S1035|S1037|S1041|S1044|S1053|S1066|S1074|S1086|S1111|S1122|S1130|S1138|S1145|S1150|S1160|S1182|S1199|S1207|S1212|S1213|S1228|S1230|S1236|S1239|S1242|S1245|S1247|S9010|S9018|S9019|S9020|S9032|S9034|S9037,C0013|C0022|C0047,,,,,,,,10,0,0,1,unknown,,,
T1199,Trusted Relationship,initial-access,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G0007|G0016|G0027|G0034|G0045|G0115|G0125|G1004|G1005|G1039|G1041|G1055,,C0024,,,M1018|M1030|M1032,,,,,10,0,0,1,unknown,,,
T1136.003,Cloud Account,persistence,IaaS|Identity Provider|Office Suite|SaaS,,,G0016|G1004,S0677,,,,M1026|M1030|M1032,,,,,10,0,0,1,unknown,,,
T1069.001,Local Groups,discovery,Linux|Windows|macOS,,,G0010|G0018|G0049|G0114|G0131|G1001|G1017,S0039|S0060|S0082|S0091|S0154|S0165|S0170|S0184|S0201|S0236|S0265|S0378|S0381|S0521|S0572|S0650|S0692|S0696|S1141|S1179|S1198,C0012|C0014|C0015|C0061,,,,,,,,10,0,0,1,unknown,,,
T1149,LC_MAIN Hijacking,stealth,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1593,Search Open Websites/Domains,reconnaissance,PRE,,,G0034|G0099|G0129|G1017|G1033|G1052,,,,,M1013|M1047,,,,,10,0,0,1,unknown,,,
T1562.013,Disable or Modify Network Device Firewall,stealth,Network Devices,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1098,Account Manipulation,persistence|privilege-escalation,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0032|G0125|G1015|G1055,S0002|S0274|S9008,C0025,,,M1018|M1022|M1026|M1028|M1030|M1032|M1042,,,,,10,0,0,1,unknown,,,
T1170,Mshta,execution|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1048,Exfiltration Over Alternative Protocol,exfiltration,ESXi|IaaS|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0139|G1040,S0203|S0428|S0482|S0503|S0631|S0641|S0677,,,,M1018|M1022|M1030|M1031|M1037|M1057,,,,,10,0,0,1,unknown,,,
T1547.006,Kernel Modules and Extensions,persistence|privilege-escalation,Linux|macOS,,,,S0468|S0502|S1219,C0012,,,M1018|M1026|M1038|M1049,,,,,10,0,0,1,unknown,,,
T1678,Delay Execution,stealth,Linux|Windows|macOS,,,G0094|G0129,S0275|S1230|S1239|S1242|S9001|S9008|S9010|S9014|S9015|S9019|S9024|S9031|S9032|S9033|S9037|S9038,C0057,,,,,,,,10,0,0,1,unknown,,,
T1056.002,GUI Input Capture,collection|credential-access,Linux|Windows|macOS,,,G0085|G1039,S0274|S0276|S0278|S0279|S0281|S0455|S0482|S0658|S0692|S1122|S1153|S9032|S9036,,,,M1017,,,,,10,0,0,1,unknown,,,
T1097,Pass the Ticket,lateral-movement,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1686.002,Network Device Firewall,defense-impairment,Network Devices,,,G0082,S0531|S0687,C0063,,,M1018|M1047|M1051,,,,,10,0,0,1,unknown,,,
T1588.002,Tool,resource-development,PRE,,,G0003|G0004|G0006|G0007|G0008|G0010|G0011|G0016|G0027|G0030|G0032|G0034|G0035|G0037|G0040|G0045|G0046|G0047|G0049|G0050|G0051|G0052|G0053|G0059|G0060|G0061|G0064|G0069|G0073|G0076|G0077|G0078|G0079|G0080|G0082|G0087|G0090|G0091|G0092|G0093|G0094|G0096|G0098|G0099|G0100|G0102|G0105|G0107|G0108|G0114|G0122|G0129|G0135|G0136|G0137|G0143|G1001|G1002|G1004|G1005|G1006|G1007|G1009|G1013|G1014|G1015|G1016|G1017|G1018|G1021|G1032|G1033|G1040|G1041|G1044|G1045|G1046|G1051|G1052|G1054|G1055,S0681,C0001|C0002|C0004|C0005|C0007|C0010|C0012|C0014|C0015|C0017|C0018|C0021|C0022|C0027|C0029|C0030|C0032|C0038|C0045|C0048|C0052|C0058|C0059|C0060|C0061|C0062,,,M1056,,,,,10,0,0,1,unknown,,,
T1052.001,Exfiltration over USB,exfiltration,Linux|Windows|macOS,,,G0081|G0129,S0035|S0092|S0125|S0136|S0409,,,,M1034|M1042|M1057,,,,,10,0,0,1,unknown,,,
T1574.013,KernelCallbackTable,execution|stealth,Windows,,,G0032,S0182,,,,M1040,,,,,10,0,0,1,unknown,,,
T1597,Search Closed Sources,reconnaissance,PRE,,,G1011,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1053.006,Systemd Timers,execution|persistence|privilege-escalation,Linux,,,,,,,,M1018|M1022|M1026,,,,,10,0,0,1,unknown,,,
T1566,Phishing,initial-access,Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G0001|G0069|G0094|G0115|G1032|G1041|G1049|G1055,S0009|S1073|S1139,,,,M1017|M1021|M1031|M1047|M1049|M1054,,,,,10,0,0,1,unknown,,,
T1061,Graphical User Interface,execution,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1542.004,ROMMONkit,persistence|stealth,Network Devices,,,,,,,,M1031|M1046|M1047,,,,,10,0,0,1,unknown,,,
T1218.001,Compiled HTML File,stealth,Windows,,,G0049|G0070|G0082|G0091|G0096,S0373,,,,M1021|M1038,,,,,10,0,0,1,unknown,,,
T1496.001,Compute Hijacking,impact,Containers|IaaS|Linux|Windows|macOS,,,G0096|G0106|G0108|G0139,S0434|S0451|S0468|S0486|S0492|S0532|S0599|S0601|S1111,C0045,,,,,,,,10,0,0,1,unknown,,,
T1070.005,Network Share Connection Removal,stealth,Windows,,,G0027,S0039|S0260|S0400|S1159,,,,,,,,,10,0,0,1,unknown,,,
T1090.003,Multi-hop Proxy,command-and-control,ESXi|Linux|Network Devices|Windows|macOS,,,G0007|G0016|G0030|G0047|G0065|G0085|G0100|G0128|G1003|G1017|G1051,S0022|S0183|S0276|S0281|S0282|S0342|S0366|S0384|S0386|S0438|S0491|S0604|S0623|S0641|S0687|S1087|S1100|S1106|S1107|S1144|S1184|S9001,C0004|C0014|C0052|C0053|C0055|C0056|C0059|C0063,,,M1037,,,,,10,0,0,1,unknown,,,
T1110,Brute Force,credential-access,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0007|G0010|G0035|G0049|G0053|G0082|G0087|G0096|G0105|G0117|G1001|G1003|G1030|G1053|G1055,S0220|S0378|S0488|S0572|S0583|S0599|S0650,C0022|C0025,,,M1018|M1027|M1032|M1036,,,,,10,0,0,1,unknown,,,
T1059.004,Unix Shell,execution,ESXi|Linux|Network Devices|macOS,,,G0096|G0106|G0139|G0143|G1015|G1017|G1041|G1047|G1048|G1052,S0021|S0077|S0198|S0220|S0265|S0279|S0352|S0369|S0377|S0401|S0402|S0410|S0451|S0466|S0468|S0482|S0492|S0502|S0504|S0584|S0587|S0599|S0600|S0601|S0641|S0647|S0658|S0690|S1016|S1105|S1107|S1108|S1109|S1114|S1123|S1153|S1161|S1163|S1184|S1198|S1203|S1217|S1219|S1222|S1224|S9008|S9015,C0035|C0048|C0053|C0055|C0056|C0063,,,M1038,,,,,10,0,0,1,unknown,,,
T1137.003,Outlook Forms,persistence,Office Suite|Windows,,,,S0358,,,,M1040|M1051,,,,,10,0,0,1,unknown,,,
T1219.003,Remote Access Hardware,command-and-control,Linux|Windows|macOS,,,,,,,,M1034,,,,,10,0,0,1,unknown,,,
T1157,Dylib Hijacking,persistence|privilege-escalation,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1562.001,Disable or Modify Tools,stealth,Containers|IaaS|Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1565,Data Manipulation,impact,Linux|Windows|macOS,,,G1016,S9014,,,,M1022|M1029|M1030|M1041,,,,,10,0,0,1,unknown,,,
T1559,Inter-Process Communication,execution,Linux|Windows|macOS,,,,S0022|S0537|S0687|S1078|S1100|S1123|S1130|S1141|S1150|S1172|S1200|S1229|S1239|S1244|S9024,C0048|C0057,,,M1013|M1026|M1040|M1042|M1048|M1054,,,,,10,0,0,1,unknown,,,
T1001,Data Obfuscation,command-and-control,ESXi|Linux|Windows|macOS,,,G0047,S0381|S0439|S0495|S0533|S0610|S0682|S1044|S1100|S1111|S1120|S1183|S9001|S9003,C0014,,,M1031,,,,,10,0,0,1,unknown,,,
T1039,Data from Network Shared Drive,collection,Linux|Windows|macOS,,,G0007|G0045|G0047|G0054|G0060|G0114|G0117|G1039,S0050|S0128|S0458|S0554,C0015,,,,,,,,10,0,0,1,unknown,,,
T1584.006,Web Services,resource-development,PRE,,,G0010|G1006|G1012|G1035,S1138,C0048,,,M1056,,,,,10,0,0,1,unknown,,,
T1601,Modify System Image,defense-impairment,Network Devices,,,,S9013,,,,M1026|M1027|M1032|M1043|M1045|M1046,,,,,10,0,0,1,unknown,,,
T1574,Hijack Execution Flow,execution|stealth,Linux|Windows|macOS,,,,S0354|S0444|S0567|S1018|S1105|S1111|S1130|S1147|S9024,C0017|C0036,,,M1013|M1018|M1022|M1024|M1038|M1040|M1044|M1047|M1051|M1052,,,,,10,0,0,1,unknown,,,
T1036.012,Browser Fingerprint,stealth,Linux|Windows|macOS,,,,S0512,,,,M1047,,,,,10,0,0,1,unknown,,,
T1059.011,Lua,execution,Linux|Network Devices|Windows|macOS,,,,S0125|S0396|S0428|S1188|S1240,,,,M1033|M1038|M1047,,,,,10,0,0,1,unknown,,,
T1027.005,Indicator Removal from Tools,stealth,Linux|Windows|macOS,,,G0009|G0010|G0022|G0040|G0049|G0093|G1048,S0154|S0187|S0194|S0237|S0260|S0559|S0579|S0587|S0650,C0014|C0030,,,,,,,,10,0,0,1,unknown,,,
T1204.003,Malicious Image,execution,Containers|IaaS,,,G0139,,,,,M1017|M1031|M1045|M1047,,,,,10,0,0,1,unknown,,,
T1543.005,Container Service,persistence|privilege-escalation,Containers,,,,,,,,M1018|M1054,,,,,10,0,0,1,unknown,,,
T1078,Valid Accounts,initial-access|persistence|privilege-escalation|stealth,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0001|G0004|G0007|G0008|G0011|G0016|G0026|G0027|G0032|G0034|G0035|G0037|G0039|G0045|G0046|G0049|G0051|G0053|G0061|G0064|G0065|G0085|G0087|G0091|G0093|G0096|G0102|G0114|G0117|G0119|G0122|G1004|G1005|G1015|G1017|G1021|G1024|G1032|G1033|G1040|G1041|G1043|G1048|G1051|G1055,S0038|S0053|S0362|S0567|S0599|S0604|S9036,C0002|C0014|C0024|C0028|C0032|C0038|C0048|C0049|C0056|C0057|C0062,,,M1013|M1015|M1017|M1018|M1026|M1027|M1032|M1036,,,,,10,0,0,1,unknown,,,
T1571,Non-Standard Port,command-and-control,ESXi|Linux|Windows|macOS,,,G0032|G0034|G0046|G0047|G0050|G0059|G0064|G0069|G0090|G0091|G0099|G0105|G0106|G1003|G1042|G1047|G1052,S0013|S0021|S0148|S0149|S0153|S0237|S0239|S0245|S0246|S0262|S0263|S0266|S0352|S0367|S0376|S0385|S0412|S0428|S0455|S0491|S0493|S0515|S0574|S0687|S1016|S1031|S1049|S1078|S1085|S1130|S1145|S1155|S1211|S1217|S1218|S1245|S1246|S9001|S9010|S9023|S9024,C0014|C0018|C0032|C0035|C0043|C0055|C0056|C0063,,,M1030|M1031,,,,,10,0,0,1,unknown,,,
T1585.001,Social Media Accounts,resource-development,PRE,,,G0003|G0032|G0034|G0050|G0059|G0065|G0094|G0117|G1001|G1011|G1012|G1015|G1033|G1036|G1050|G1051|G1052|G1055,,C0022|C0023,,,M1056,,,,,10,0,0,1,unknown,,,
T1073,DLL Side-Loading,stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1055.012,Process Hollowing,privilege-escalation|stealth,Windows,,,G0027|G0040|G0045|G0078|G0094|G0099|G1018|G1043,S0038|S0127|S0128|S0154|S0189|S0198|S0226|S0229|S0234|S0266|S0331|S0344|S0354|S0367|S0373|S0386|S0447|S0483|S0534|S0567|S0650|S0660|S0662|S0689|S1018|S1065|S1086|S1111|S1130|S1138|S1207|S1213|S9012|S9016|S9018,,,,M1040,,,,,10,0,0,1,unknown,,,
T1068,Exploitation for Privilege Escalation,privilege-escalation,Containers|Linux|Windows|macOS,,,G0007|G0010|G0016|G0027|G0037|G0049|G0050|G0061|G0064|G0068|G0080|G0107|G0125|G0128|G0131|G1002|G1004|G1015|G1017|G1019|G1043|G1048,S0044|S0050|S0125|S0154|S0176|S0260|S0363|S0378|S0484|S0601|S0603|S0623|S0654|S0658|S0664|S0672|S1151|S1181|S1247,C0045|C0049,,,M1019|M1038|M1048|M1050|M1051,,,,,10,0,0,1,unknown,,,
T1564.009,Resource Forking,stealth,macOS,,,,S0276|S0402,,,,M1013,,,,,10,0,0,1,unknown,,,
T1531,Account Access Removal,impact,ESXi|IaaS|Linux|Office Suite|SaaS|Windows|macOS,,,G1004|G1024,S0372|S0576|S0688|S1134,,,,,,,,,10,0,0,1,unknown,,,
T1110.004,Credential Stuffing,credential-access,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0114|G1055,S0266,,,,M1018|M1027|M1032|M1036,,,,,10,0,0,1,unknown,,,
T1208,Kerberoasting,credential-access,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1027,Obfuscated Files or Information,stealth,ESXi|Linux|Network Devices|Windows|macOS,,,G0004|G0022|G0034|G0047|G0063|G0067|G0084|G0093|G0094|G0096|G0099|G0106|G0112|G0129|G0135|G1006|G1036|G1039,S0012|S0013|S0030|S0045|S0051|S0062|S0063|S0070|S0091|S0094|S0117|S0124|S0126|S0132|S0137|S0138|S0140|S0142|S0148|S0150|S0154|S0167|S0182|S0187|S0189|S0196|S0197|S0198|S0201|S0203|S0229|S0240|S0242|S0244|S0259|S0260|S0264|S0265|S0266|S0283|S0331|S0332|S0335|S0336|S0353|S0354|S0355|S0369|S0377|S0384|S0393|S0428|S0434|S0445|S0446|S0447|S0449|S0458|S0461|S0465|S0467|S0476|S0482|S0499|S0500|S0502|S0504|S0511|S0512|S0516|S0517|S0518|S0559|S0560|S0562|S0575|S0584|S0593|S0594|S0596|S0598|S0604|S0605|S0607|S0608|S0615|S0622|S0623|S0624|S0625|S0627|S0632|S0633|S0635|S0640|S0641|S0647|S0650|S0651|S0659|S0660|S0681|S0690|S0694|S0696|S1018|S1025|S1028|S1035|S1039|S1053|S1063|S1064|S1066|S1085|S1086|S1090|S1099|S1104|S1105|S1111|S1118|S1130|S1138|S1149|S1161|S1183|S1213|S1226|S1228|S9007|S9008|S9015|S9020|S9025|S9027|S9033|S9037,C0015|C0017|C0025|C0057,,,M1017|M1040|M1047|M1049,,,,,10,0,0,1,unknown,,,
T1556.006,Multi-Factor Authentication,credential-access|defense-impairment|persistence,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G1015,S0677|S1104,C0063,,,M1018|M1032|M1047,,,,,10,0,0,1,unknown,,,
T1114.002,Remote Email Collection,collection,Office Suite|Windows,,,G0004|G0006|G0007|G0016|G0035|G0059|G0077|G0085|G0094|G0114|G0125|G1033|G1055,S0053|S0395|S0413|S0476,C0024|C0038|C0063,,,M1032|M1041|M1060,,,,,10,0,0,1,unknown,,,
T1505.004,IIS Components,persistence,Windows,,,,S0072|S0258|S1022,C0022|C0058,,,M1026|M1038|M1045|M1047,,,,,10,0,0,1,unknown,,,
T1036.001,Invalid Code Signature,stealth,Windows|macOS,,,G0067|G0112,S0019|S0128|S0198|S0466|S0666|S1050|S1234,,,,M1045,,,,,10,0,0,1,unknown,,,
T1683,Generate Content,resource-development,PRE,,,,,C0062,,,M1056,,,,,10,0,0,1,unknown,,,
T1564.006,Run Virtual Instance,stealth,ESXi|Linux|Windows|macOS,,,,S0449|S0451|S0481,,,,M1038|M1042|M1047,,,,,10,0,0,1,unknown,,,
T1154,Trap,execution|persistence,Linux|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1027.014,Polymorphic Code,stealth,Linux|Windows|macOS,,,,S0574,,,,M1040|M1049,,,,,10,0,0,1,unknown,,,
T1201,Password Policy Discovery,discovery,IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,,,G0010|G0049|G0114,S0039|S0236|S0378|S0488,C0012,,,M1027,,,,,10,0,0,1,unknown,,,
T1546,Event Triggered Execution,persistence|privilege-escalation,IaaS|Linux|Office Suite|SaaS|Windows|macOS,,,,S0658|S1091|S1164,C0035,,,M1026|M1051,,,,,10,0,0,1,unknown,,,
T1546.004,Unix Shell Configuration Modification,persistence|privilege-escalation,Linux|macOS,,,G1052,S0362|S0658|S0690|S1078|S9014,C0045,,,M1022,,,,,10,0,0,1,unknown,,,
T1187,Forced Authentication,credential-access,Windows,,,G0035|G0079,S0634,,,,M1027|M1037,,,,,10,0,0,1,unknown,,,
T1134.005,SID-History Injection,privilege-escalation|stealth,Windows,,,,S0002|S0363,,,,M1015,,,,,10,0,0,1,unknown,,,
T1599,Network Boundary Bridging,defense-impairment,Network Devices,,,G0096,,C0043,,,M1026|M1027|M1032|M1037|M1043,,,,,10,0,0,1,unknown,,,
T1486,Data Encrypted for Impact,impact,ESXi|IaaS|Linux|Windows|macOS,,,G0034|G0046|G0059|G0061|G0082|G0092|G0096|G0119|G1015|G1024|G1032|G1036|G1043|G1046|G1050|G1051|G1053|G1055,S0140|S0242|S0341|S0366|S0368|S0370|S0372|S0389|S0400|S0446|S0449|S0457|S0481|S0496|S0554|S0556|S0570|S0575|S0576|S0583|S0595|S0605|S0606|S0607|S0611|S0612|S0616|S0617|S0618|S0625|S0638|S0639|S0640|S0654|S0658|S0659|S1033|S1053|S1058|S1068|S1070|S1073|S1096|S1111|S1129|S1133|S1137|S1139|S1150|S1162|S1178|S1180|S1181|S1191|S1194|S1199|S1202|S1212|S1242|S1244|S1247|S9020,C0015|C0018|C0038|C0058,,,M1040|M1053,,,,,10,0,0,1,unknown,,,
T1488,Disk Content Wipe,impact,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1690,Prevent Command History Logging,defense-impairment,ESXi|Linux|Network Devices|Windows|macOS,,,G0082|G1041|G1048|G1051,S0692|S1161|S1186|S1217|S9015|S9024,C0046|C0056,,,M1028|M1039,,,,,10,0,0,1,unknown,,,
T1553,Subvert Trust Controls,defense-impairment,Linux|Windows|macOS,,,G0001,S9008,,,,M1024|M1026|M1028|M1038|M1054,,,,,10,0,0,1,unknown,,,
T1548.004,Elevated Execution with Prompt,privilege-escalation,macOS,,,,S0402,,,,M1038,,,,,10,0,0,1,unknown,,,
T1592.003,Firmware,reconnaissance,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1573,Encrypted Channel,command-and-control,ESXi|Linux|Network Devices|Windows|macOS,,,G0016|G0059|G0081|G1002,S0032|S0198|S0367|S0498|S0631|S0662|S0681|S1012|S1016|S1046|S1198,C0030|C0035,,,M1020|M1031,,,,,10,0,0,1,unknown,,,
T1174,Password Filter DLL,credential-access,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1547.002,Authentication Package,persistence|privilege-escalation,Windows,,,,S0143,,,,M1025,,,,,10,0,0,1,unknown,,,
T1218.010,Regsvr32,stealth,Windows,,,G0009|G0050|G0065|G0073|G0080|G0090|G0094|G0100|G0108|G0127|G1053,S0021|S0087|S0229|S0250|S0270|S0284|S0341|S0367|S0373|S0384|S0476|S0481|S0554|S0568|S0622|S0650|S0698|S1018|S1030|S1047|S1130|S1155|S1239,C0015|C0022,,,M1050,,,,,10,0,0,1,unknown,,,
T1002,Data Compressed,exfiltration,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1567.003,Exfiltration to Text Storage Sites,exfiltration,ESXi|Linux|Windows|macOS,,,,,,,,M1021,,,,,10,0,0,1,unknown,,,
T1081,Credentials in Files,credential-access,IaaS|Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1592.002,Software,reconnaissance,PRE,,,G0034|G0059|G0138,,C0062,,,M1056,,,,,10,0,0,1,unknown,,,
T1128,Netsh Helper DLL,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1056,Input Capture,collection|credential-access,Linux|Network Devices|Windows|macOS,,,G0087|G1044|G1046,S0381|S0631|S0641|S1059|S1060|S1131|S1245,C0039|C0049,,,,,,,,10,0,0,1,unknown,,,
T1566.004,Spearphishing Voice,initial-access,Identity Provider|Linux|Windows|macOS,,,G1046,,C0027,,,M1017,,,,,10,0,0,1,unknown,,,
